user_id,age,gender,annual_income,device_mobile,traffic_source,product_category,current_session_duration_sec,time_spent_deviation,pages_viewed,basket_icon_click,cart_items_count_this_session,cart_total_value,scrolled_to_reviews,checked_delivery_pdp,saw_checkout,sign_in,is_returning_user,lifetime_purchases_count,customer_conversion_rate,days_since_last_discount,previous_review_sentiment,social_channels_followed_count,should_receive_discount
usr_0432,43,1,78668.46,0,2,0,162.6,-38.8,4,1,1,18.02,1,0,1,1,0,0,0.005,999,1,0,1
usr_0433,54,1,84519.36,1,4,0,180.2,-6.6,4,1,1,23.07,0,0,0,0,0,0,0.005,999,1,0,0
usr_0434,43,1,68358.29,1,3,3,129.4,-26.1,2,0,0,5.12,1,1,0,0,0,0,0.005,999,1,2,1
usr_0435,40,1,56357.81,1,4,3,282.1,88.8,7,1,2,32.51,0,1,0,1,0,0,0.005,999,1,0,0
usr_0436,26,0,26164.62,1,1,1,208.2,89.4,4,1,1,23.09,0,0,1,1,1,1,0.1,30,1,1,1
usr_0437,29,1,50570.88,0,2,0,203.6,87.8,5,1,1,41.13,0,0,0,1,1,2,0.167,60,2,2,1
usr_0438,18,1,39821.56,0,3,1,276.8,126.2,5,1,3,107.66,0,0,1,1,1,2,0.091,60,2,0,1
usr_0439,18,0,94076.97,1,1,2,159.6,-28.1,3,1,1,24.23,1,0,1,0,0,0,0.005,999,1,1,1
usr_0440,64,1,51834.06,0,1,0,120.5,3.3,3,1,1,26.49,0,1,1,1,1,1,0.1,5,1,4,0
usr_0441,51,1,57217.69,0,3,2,258.5,73.4,7,1,4,167.33,0,0,1,0,0,0,0.005,999,1,1,1
usr_0442,49,1,64926.74,1,3,0,150.0,9.8,3,1,3,124.91,0,0,1,1,1,6,0.545,180,1,0,1
usr_0443,42,1,55784.84,1,2,0,269.6,124.0,8,0,0,4.21,0,1,0,1,1,3,0.115,60,1,1,1
usr_0444,57,1,85510.92,1,2,1,350.8,118.8,8,1,1,41.4,1,0,0,1,1,1,0.125,5,0,0,0
usr_0445,62,1,43792.31,0,2,1,155.4,-26.1,4,1,4,103.49,0,1,1,1,0,0,0.005,999,1,0,1
usr_0446,18,1,58502.93,1,1,0,190.2,46.4,4,1,1,33.82,1,1,1,1,1,2,0.095,180,2,3,1
usr_0447,33,1,41635.53,0,2,1,126.7,-60.8,3,1,1,20.21,1,0,0,1,1,3,0.3,180,1,0,1
usr_0448,56,1,31239.59,0,1,0,75.9,-45.3,2,0,0,5.66,0,1,0,1,1,7,0.368,90,1,0,1
usr_0449,22,1,43988.16,1,1,0,225.6,30.3,4,0,0,4.4,0,0,0,1,1,3,0.136,90,2,1,1
usr_0450,39,1,54333.34,1,4,0,226.9,2.6,5,1,2,37.04,1,0,1,1,1,5,0.5,180,1,4,0
usr_0451,46,0,47272.56,1,3,3,209.3,2.8,5,1,2,73.49,1,0,0,1,1,4,0.286,60,2,0,1
usr_0452,20,1,42536.42,0,3,1,192.7,-73.6,4,1,4,152.33,0,0,1,1,1,4,0.133,5,1,0,0
usr_0453,29,1,29686.29,1,2,1,152.1,49.6,7,1,2,80.18,0,0,0,0,0,0,0.005,999,1,1,1
usr_0454,43,0,53504.1,1,2,1,468.1,283.0,7,0,0,5.81,0,0,0,0,0,0,0.005,999,1,1,1
usr_0455,33,1,27915.03,1,1,3,334.9,208.6,8,1,0,5.63,0,1,0,1,1,3,0.15,60,2,1,0
usr_0456,54,0,68681.01,1,1,0,94.7,-78.4,5,1,4,125.95,0,1,1,1,1,3,0.375,90,0,4,1
usr_0457,39,0,56483.92,1,1,2,121.2,-58.9,2,1,1,19.18,0,1,1,1,1,4,0.364,60,0,0,1
usr_0458,46,1,28764.07,1,3,2,167.4,-103.8,5,1,1,35.14,0,0,0,1,1,7,0.2,5,2,0,0
usr_0459,31,0,49434.24,1,3,2,65.0,-112.6,1,1,3,109.43,0,0,1,0,0,0,0.005,999,1,0,1
usr_0460,45,1,41461.18,1,2,0,95.4,-81.5,2,1,1,21.15,0,0,0,1,1,1,0.04,12,2,2,0
usr_0461,22,1,60745.14,1,2,2,76.0,-144.2,3,0,0,4.09,1,0,0,1,0,0,0.005,999,1,1,0
usr_0462,64,1,79128.11,1,4,0,185.0,7.1,4,1,3,96.27,1,0,1,1,1,3,0.3,30,0,3,1
usr_0463,47,0,21246.9,1,1,1,54.8,-198.4,1,1,4,144.94,1,1,0,1,1,2,0.095,60,1,4,0
usr_0464,63,0,57070.47,1,1,2,227.8,21.0,4,0,0,4.64,0,0,0,0,0,0,0.005,999,1,0,1
usr_0465,22,1,52117.61,0,2,0,243.8,30.7,5,1,3,83.12,1,0,1,0,0,0,0.005,999,1,4,1
usr_0466,29,1,67084.12,1,3,3,163.3,58.0,6,1,1,33.61,0,0,0,1,1,0,0.005,999,1,0,1
usr_0467,33,1,58837.54,1,4,0,480.7,221.3,9,1,1,36.59,1,0,1,1,1,5,0.333,5,1,1,0
usr_0468,43,0,41464.55,1,1,3,117.6,-36.1,3,1,3,91.64,0,0,0,1,0,0,0.005,999,1,2,1
usr_0469,43,1,49257.03,0,4,1,194.4,14.8,3,1,4,114.51,0,0,1,1,0,0,0.005,999,1,2,1
usr_0470,38,1,40671.53,1,4,0,227.0,73.1,6,1,1,37.7,1,1,0,0,0,0,0.005,999,1,2,0
usr_0471,56,1,74368.13,0,1,0,199.8,60.8,5,0,0,4.72,1,0,0,1,1,4,0.211,60,2,1,0
usr_0472,53,0,55383.61,1,2,3,133.0,1.1,4,0,0,6.71,1,1,0,1,0,0,0.005,999,1,4,1
usr_0473,50,1,89221.43,1,2,0,216.6,32.5,6,1,1,42.98,0,0,0,1,1,2,0.167,60,1,2,1
usr_0474,47,1,53908.11,1,4,0,166.7,65.5,5,1,0,3.39,0,0,0,1,0,0,0.005,999,1,1,1
usr_0475,54,1,42248.68,1,1,0,66.6,-103.7,1,1,1,31.24,0,1,0,1,1,2,0.077,90,2,4,1
usr_0476,40,0,27753.14,1,3,2,156.6,-65.7,6,0,0,4.05,1,0,0,1,1,5,0.208,60,1,4,1
usr_0477,27,1,22543.49,1,2,1,360.1,154.8,7,1,1,35.64,1,0,0,0,0,0,0.005,999,1,1,1
usr_0478,22,1,26485.55,0,3,0,162.3,-35.0,3,0,0,4.96,1,1,0,0,0,0,0.005,999,1,2,1
usr_0479,53,0,59808.28,1,2,0,295.2,151.0,5,1,2,16.93,0,0,0,1,1,5,0.25,180,2,3,1
usr_0480,51,1,64157.05,1,3,0,174.6,58.0,4,0,0,6.68,1,0,0,1,1,3,0.333,60,1,3,0
usr_0481,48,1,26538.57,1,4,0,289.3,67.6,10,1,1,34.37,0,1,1,1,1,1,0.091,180,1,0,1
usr_0482,27,0,71110.69,1,4,1,126.3,-35.7,3,1,3,93.38,0,1,1,1,1,0,0.005,999,1,2,1
usr_0483,36,0,46304.9,1,4,2,201.0,24.3,4,1,2,72.19,0,0,1,1,1,5,0.217,12,1,4,0
usr_0484,49,1,57642.27,0,1,0,340.6,168.5,8,1,0,6.61,0,0,0,1,1,3,0.143,60,2,0,1
usr_0485,18,0,84019.97,1,3,1,278.9,72.0,6,0,0,5.9,0,1,0,0,0,0,0.005,999,1,2,1
usr_0486,22,1,71143.11,1,1,1,181.7,-72.0,3,1,2,52.34,0,0,0,0,0,0,0.005,999,1,1,0
usr_0487,62,0,50166.45,1,2,3,106.5,-132.0,2,1,1,27.69,0,0,1,0,0,0,0.005,999,1,0,1
usr_0488,21,1,38958.54,1,2,3,224.4,137.7,5,1,2,90.1,0,0,1,1,1,3,0.25,60,1,0,1
usr_0489,33,0,18000.0,0,2,3,101.8,-65.9,5,1,1,30.57,0,1,0,0,0,0,0.005,999,1,2,1
usr_0490,41,1,42055.24,0,2,0,226.7,100.6,7,1,1,31.24,0,0,1,1,1,5,0.147,30,1,1,1
usr_0491,33,1,51199.66,1,4,0,188.2,-29.3,5,1,1,36.08,0,1,0,0,0,0,0.005,999,1,1,0
usr_0492,19,1,37230.77,1,1,0,126.4,-53.8,7,1,2,83.8,1,0,1,1,1,4,0.267,60,1,1,1
usr_0493,45,1,52637.37,0,3,0,119.3,-84.9,4,1,3,74.37,1,0,1,1,1,3,0.333,180,2,1,1
usr_0494,49,0,56383.33,1,2,1,196.4,32.2,5,0,0,4.08,0,1,0,1,0,0,0.005,999,1,0,1
usr_0495,44,1,50952.59,1,1,2,244.9,106.5,6,1,1,19.17,1,1,1,0,0,0,0.005,999,1,2,1
usr_0496,37,0,43299.95,1,1,3,104.6,-40.7,2,1,0,3.54,1,0,0,0,0,0,0.005,999,1,2,0
usr_0497,41,0,58035.78,1,4,3,275.3,156.6,7,1,1,36.54,0,0,1,1,1,4,0.125,180,2,0,1
usr_0498,29,0,62954.93,0,4,1,184.4,54.9,4,1,3,87.26,0,1,1,1,1,2,0.25,30,2,1,1
usr_0499,52,1,35372.82,0,4,2,152.4,31.4,4,1,1,46.08,1,1,0,1,0,0,0.005,999,1,2,1
usr_0500,50,1,80396.78,1,4,0,174.5,35.9,4,1,3,98.79,1,0,1,1,1,1,0.083,30,1,0,1
usr_0501,50,1,53225.41,1,1,0,194.1,57.8,4,1,1,31.18,1,0,1,0,0,0,0.005,999,1,3,1
usr_0502,60,0,55339.29,1,2,2,300.9,105.1,5,1,3,87.55,1,1,0,0,0,0,0.005,999,1,1,1
usr_0503,54,0,67747.86,1,3,0,181.6,-12.6,5,1,2,42.24,0,1,0,1,1,1,0.067,90,2,0,0
usr_0504,29,1,59197.89,1,2,1,179.4,-16.3,4,0,0,6.31,0,1,0,1,0,0,0.005,999,1,1,1
usr_0505,20,0,72156.46,1,2,0,62.9,-164.1,1,0,0,5.08,0,0,0,0,0,0,0.005,999,1,1,0
usr_0506,18,1,60168.23,1,2,2,126.1,-50.8,5,1,1,31.06,0,0,1,1,1,1,0.038,5,2,0,0
usr_0507,50,0,43976.13,1,3,2,140.4,-8.4,2,0,0,5.14,0,1,0,1,0,0,0.005,999,1,0,1
usr_0508,57,1,61507.06,1,3,0,174.9,-93.6,3,1,1,26.63,0,0,0,1,1,3,0.188,60,2,0,1
usr_0509,27,1,34412.93,0,1,3,187.7,-28.5,9,1,1,22.04,0,0,1,0,0,0,0.005,999,1,1,1
usr_0510,60,0,56954.07,1,2,0,190.3,4.2,4,1,4,124.6,0,0,0,0,0,0,0.005,999,1,1,1
usr_0511,61,0,54401.86,0,3,1,344.8,161.5,10,1,1,33.76,0,0,0,1,1,2,0.087,30,2,3,1
usr_0512,46,1,51253.9,1,3,2,223.9,32.3,6,1,2,61.3,0,0,0,0,0,0,0.005,999,1,1,1
usr_0513,30,1,52686.32,1,1,2,145.1,-26.8,3,1,3,100.88,0,1,0,0,0,0,0.005,999,1,2,1
usr_0514,29,0,21126.72,1,3,3,328.1,143.0,6,1,3,114.64,0,1,0,1,1,3,0.333,5,0,2,1
usr_0515,48,1,45122.95,1,1,0,150.1,-49.9,4,1,0,5.96,1,0,0,0,0,0,0.005,999,1,1,1
usr_0516,63,0,56671.21,0,2,2,116.2,-34.7,3,1,1,38.86,1,0,0,1,1,1,0.036,60,2,2,1
usr_0517,19,0,57877.42,0,3,2,101.4,-13.2,2,1,1,40.04,0,0,1,1,1,3,0.103,12,2,1,0
usr_0518,52,1,36501.85,1,3,3,153.1,56.1,3,1,1,35.98,0,1,0,1,1,5,0.385,180,2,1,0
usr_0519,40,0,77782.74,0,1,0,152.1,-63.4,5,1,1,34.85,1,0,1,0,0,0,0.005,999,1,1,1
usr_0520,34,1,39408.85,1,3,2,133.9,17.2,2,1,2,95.09,0,1,1,1,1,3,0.1,180,0,3,1
usr_0521,43,0,72450.23,1,3,1,173.9,-24.7,5,1,1,38.27,1,0,1,1,1,2,0.154,5,2,1,0
usr_0522,25,0,62689.5,1,3,0,167.2,33.4,3,1,1,25.24,0,0,0,1,1,4,0.138,180,2,1,1
usr_0523,46,1,43367.91,1,3,1,194.2,59.7,4,1,4,68.38,1,1,1,0,0,0,0.005,999,1,0,1
usr_0524,43,0,86955.6,0,3,0,201.6,50.3,4,1,0,4.54,1,0,0,0,0,0,0.005,999,1,1,1
usr_0525,27,1,33514.54,1,2,1,175.1,-12.7,5,1,1,37.0,1,0,0,1,0,0,0.005,999,1,0,0
usr_0526,43,0,71544.78,1,1,3,70.4,-58.1,3,1,2,79.34,0,0,1,1,1,4,0.25,12,2,4,0
usr_0527,51,0,73010.48,0,1,1,171.5,16.2,4,0,0,5.86,1,0,0,1,1,2,0.118,30,2,1,0
usr_0528,58,0,42928.84,1,2,2,171.7,-7.3,4,1,1,37.84,1,0,1,1,1,2,0.182,60,0,0,1
usr_0529,24,1,80064.38,0,3,1,155.0,23.4,5,0,0,3.08,1,0,0,1,1,5,0.185,180,2,0,1
usr_0530,21,0,50499.16,1,2,0,114.5,-122.6,2,1,3,110.61,0,1,1,1,1,3,0.158,90,2,0,1
usr_0531,62,1,60196.49,1,1,0,288.2,177.1,7,1,1,35.33,1,1,0,1,0,0,0.005,999,1,0,1
usr_0532,28,1,59685.79,0,1,1,73.1,-98.2,2,1,1,30.94,0,1,0,1,1,5,0.152,5,2,3,0
usr_0533,46,1,52582.44,1,2,0,200.6,-30.3,4,1,1,28.32,0,0,1,0,0,0,0.005,999,1,3,0
usr_0534,53,0,69594.55,1,1,0,201.9,74.9,4,0,0,3.4,1,1,0,1,1,1,0.042,180,2,4,1
usr_0535,42,1,69282.8,1,3,1,106.7,-68.9,3,1,1,36.67,0,0,0,1,0,0,0.005,999,1,2,1
usr_0536,38,1,23526.42,1,1,0,286.5,101.2,5,1,1,29.38,1,0,1,1,1,3,0.214,60,2,2,0
usr_0537,53,1,78478.12,1,3,0,280.2,132.5,4,1,1,52.34,1,0,0,1,1,1,0.143,180,2,4,1
usr_0538,27,1,25075.14,0,4,1,93.3,-83.6,3,1,1,19.92,0,1,1,1,1,3,0.125,30,2,4,1
usr_0539,54,1,73585.83,0,1,0,88.1,-114.4,2,1,1,30.14,1,0,1,0,0,0,0.005,999,1,3,1
usr_0540,26,1,75280.69,0,2,3,100.6,-60.7,2,1,1,25.83,1,1,1,0,0,0,0.005,999,1,3,1
usr_0541,41,0,35362.6,1,1,3,416.7,206.1,6,1,2,70.15,0,0,0,1,1,3,0.25,60,2,2,1
usr_0542,52,0,47605.34,1,3,2,199.7,4.0,6,1,1,16.41,1,0,1,0,0,0,0.005,999,1,0,1
usr_0543,52,1,35097.32,1,3,0,41.2,-115.5,1,0,0,4.96,0,0,0,1,0,0,0.005,999,1,1,1
usr_0544,53,1,51131.42,1,2,2,69.8,-155.3,2,1,2,80.09,0,1,0,0,0,0,0.005,999,1,2,1
usr_0545,35,1,49455.38,0,2,3,231.1,80.7,4,1,3,102.42,0,0,0,0,0,0,0.005,999,1,1,0
usr_0546,56,1,69033.89,1,4,2,44.0,-170.2,1,1,1,29.52,0,1,1,0,0,0,0.005,999,1,3,1
usr_0547,49,0,78585.56,0,1,0,161.5,10.4,5,1,1,37.73,0,1,1,1,1,5,0.294,60,2,3,0
usr_0548,41,0,80122.31,0,1,2,183.6,16.2,4,1,1,34.63,1,1,0,1,1,2,0.125,12,1,1,0
usr_0549,40,1,44880.98,0,4,3,143.6,-29.9,3,1,1,39.62,1,0,1,0,0,0,0.005,999,1,0,1
usr_0550,49,0,51234.01,1,3,1,646.7,453.2,12,1,2,62.04,0,1,1,0,0,0,0.005,999,1,1,1
usr_0551,54,0,24698.11,0,4,2,135.8,52.3,3,0,0,3.66,0,1,0,1,1,5,0.5,60,2,0,0
usr_0552,29,1,40494.34,0,3,1,227.4,29.1,5,1,2,81.24,0,0,1,1,1,0,0.005,999,1,1,1
usr_0553,30,0,72367.33,0,4,1,206.2,30.3,5,0,0,4.22,0,1,0,1,1,1,0.077,90,1,2,1
usr_0554,40,1,84080.49,0,2,0,85.5,-105.9,3,1,1,30.61,0,0,0,1,1,3,0.231,180,1,0,1
usr_0555,42,0,32781.72,1,3,2,162.9,-37.2,4,1,2,69.89,0,0,0,1,0,0,0.005,999,1,0,1
usr_0556,52,1,44335.64,1,4,0,297.8,102.0,7,1,1,33.48,0,0,1,1,1,4,0.143,90,2,1,1
usr_0557,58,0,54524.7,1,3,1,255.2,155.5,7,1,0,5.44,0,0,0,0,0,0,0.005,999,1,2,1
usr_0558,47,1,60042.9,1,1,0,161.1,23.5,7,1,4,168.62,1,0,0,1,1,4,0.364,90,2,0,1
usr_0559,34,0,40427.14,0,1,1,65.3,-128.0,2,1,3,87.6,1,0,1,1,1,5,0.455,90,2,3,1
usr_0560,37,0,62633.1,1,1,0,210.1,22.1,5,1,2,53.69,0,1,1,1,1,3,0.103,30,1,1,1
usr_0561,42,0,46470.89,0,1,2,166.1,17.7,3,1,1,34.19,0,1,0,0,0,0,0.005,999,1,0,1
usr_0562,39,1,54739.86,0,2,2,373.6,164.1,6,0,0,6.21,0,1,0,1,0,0,0.005,999,1,1,1
usr_0563,30,1,64833.12,0,3,0,125.9,-43.8,3,1,3,74.14,1,0,1,1,1,4,0.364,12,2,4,1
usr_0564,36,0,55115.6,0,3,0,200.9,-14.5,6,1,1,39.95,1,1,1,1,0,0,0.005,999,1,1,1
usr_0565,53,1,47145.05,0,2,0,154.6,-73.8,4,1,3,89.11,1,0,1,0,0,0,0.005,999,1,2,1
usr_0566,29,1,53027.02,1,3,3,204.6,13.5,7,1,1,17.06,1,1,0,0,0,0,0.005,999,1,3,1
usr_0567,58,1,53409.47,1,1,1,259.8,57.6,5,1,1,38.78,0,0,1,1,1,2,0.143,30,1,2,1
usr_0568,36,0,48339.8,0,1,1,143.8,-11.9,2,1,4,113.98,1,0,0,1,1,2,0.2,60,2,0,1
usr_0569,29,1,50341.67,0,1,0,75.9,-139.8,2,1,1,36.62,0,1,1,0,0,0,0.005,999,1,2,1
usr_0570,26,0,83775.65,1,2,2,89.6,-99.1,3,0,0,5.95,0,0,0,1,1,4,0.2,60,0,4,1
usr_0571,24,0,65096.55,0,1,3,325.0,156.8,6,0,0,4.43,1,0,0,0,0,0,0.005,999,1,2,1
usr_0572,45,1,49681.35,0,1,3,319.2,188.0,7,1,1,15.72,0,1,1,1,0,0,0.005,999,1,3,0
usr_0573,31,0,67545.18,1,2,2,188.6,28.0,4,0,0,5.44,1,0,0,0,0,0,0.005,999,1,1,1
usr_0574,48,1,48991.25,0,4,0,248.7,113.1,4,1,1,26.62,0,0,1,0,0,0,0.005,999,1,1,1
usr_0575,36,1,76116.24,0,1,0,154.1,-56.4,6,1,1,31.55,1,0,0,0,0,0,0.005,999,1,2,1
usr_0576,64,1,61653.56,1,3,0,128.8,-100.0,5,1,2,83.2,0,0,1,0,0,0,0.005,999,1,1,1
usr_0577,33,1,53068.56,0,3,0,278.9,62.2,7,1,1,34.33,0,0,1,0,0,0,0.005,999,1,3,1
usr_0578,22,0,63058.9,1,3,0,94.0,-185.4,2,1,4,211.75,1,1,0,1,1,3,0.2,60,2,4,1
usr_0579,52,0,26724.23,1,4,0,334.2,172.6,9,1,0,4.29,1,0,0,1,1,2,0.077,90,0,3,1
usr_0580,29,1,34718.19,0,1,1,360.1,156.2,5,1,1,32.97,1,1,1,1,1,3,0.333,30,2,4,1
usr_0581,42,0,33509.35,1,1,3,193.9,61.2,5,0,0,4.81,1,0,0,0,0,0,0.005,999,1,1,1
usr_0582,38,0,57572.98,1,4,2,179.5,7.4,5,1,2,67.75,1,0,0,0,0,0,0.005,999,1,3,1
usr_0583,53,0,86185.27,0,2,3,261.5,140.6,6,1,4,184.05,1,1,1,1,1,4,0.129,60,1,1,1
usr_0584,40,0,95163.4,1,3,2,167.5,-35.2,3,1,2,93.04,0,1,1,1,1,2,0.083,5,0,0,0
usr_0585,33,0,66484.92,0,3,0,231.6,65.8,7,1,1,32.44,0,1,1,0,0,0,0.005,999,1,2,1
usr_0586,56,0,64015.2,1,3,2,509.6,411.8,13,1,1,38.89,0,1,0,0,0,0,0.005,999,1,1,1
usr_0587,62,1,22580.96,0,4,0,324.4,171.8,6,1,2,67.45,1,0,1,1,1,2,0.067,180,2,4,1
usr_0588,59,1,45231.87,1,4,2,328.4,76.7,6,1,3,70.19,0,0,1,1,1,4,0.222,90,1,1,1
usr_0589,56,1,40819.89,0,3,0,225.6,29.2,5,1,4,128.46,1,1,0,1,1,1,0.091,5,1,4,1
usr_0590,31,0,43824.74,1,1,3,219.6,8.8,3,1,1,27.96,0,0,1,1,1,4,0.286,12,1,0,1
usr_0591,48,0,51973.41,0,4,0,395.1,210.1,6,1,4,125.99,1,0,1,1,1,2,0.071,90,2,3,1
usr_0592,22,0,46502.37,1,1,0,151.3,-21.4,6,0,0,4.59,0,0,0,1,1,7,0.226,180,2,2,1
usr_0593,52,1,19372.6,1,1,3,71.6,-109.0,3,1,1,33.24,0,1,1,0,0,0,0.005,999,1,2,1
usr_0594,40,1,68462.38,1,4,0,111.6,-78.2,2,0,0,3.71,1,0,0,1,1,2,0.08,90,0,1,1
usr_0595,46,0,35690.63,1,1,2,181.7,45.6,3,1,1,37.63,0,0,1,0,0,0,0.005,999,1,2,1
usr_0596,60,1,59306.44,1,1,2,161.7,-48.8,4,1,2,68.96,0,0,1,1,1,1,0.143,30,0,1,1
usr_0597,28,0,92333.49,1,1,3,80.4,-144.5,2,1,3,135.23,0,1,1,1,1,2,0.083,60,2,2,1
usr_0598,35,1,38451.08,1,4,3,103.0,-69.1,3,1,2,99.08,0,0,1,1,1,4,0.267,60,2,1,1
usr_0599,64,1,18000.0,0,2,3,246.4,87.3,9,1,1,28.76,0,0,0,1,0,0,0.005,999,1,0,0
usr_0600,29,1,49851.92,1,3,0,227.0,76.7,4,1,1,39.76,1,1,0,0,0,0,0.005,999,1,0,1
usr_0601,26,1,74817.27,1,1,3,225.0,-25.4,6,1,2,97.83,0,1,0,0,0,0,0.005,999,1,1,1
usr_0602,27,1,90250.25,1,3,2,56.1,-105.8,1,1,1,39.97,1,1,1,1,1,4,0.25,180,2,4,1
usr_0603,61,0,32868.11,1,3,2,84.9,-121.2,4,1,2,75.48,0,1,0,1,1,5,0.278,90,2,1,1
usr_0604,34,1,63940.59,1,2,0,376.7,204.3,7,1,2,34.85,1,0,1,0,0,0,0.005,999,1,3,0
usr_0605,55,0,46624.41,0,2,2,294.8,124.5,6,1,2,55.07,1,0,0,1,1,2,0.118,5,1,1,1
usr_0606,24,1,53092.93,1,1,3,36.4,-113.0,1,1,1,28.7,0,0,1,0,0,0,0.005,999,1,4,0
usr_0607,63,1,102598.18,1,4,3,357.4,216.2,8,1,3,129.29,0,1,0,1,1,1,0.04,30,1,1,1
usr_0608,30,1,27946.53,1,3,1,132.7,-76.9,3,1,1,26.16,0,0,1,0,0,0,0.005,999,1,0,1
usr_0609,57,1,59567.31,1,4,0,185.5,45.2,5,1,1,31.32,1,1,1,1,1,4,0.25,180,2,2,1
usr_0610,59,1,63418.48,1,2,1,28.0,-170.5,3,1,2,77.44,1,1,1,0,0,0,0.005,999,1,2,1
usr_0611,26,1,74544.15,1,3,3,140.8,-42.8,4,1,1,25.79,1,0,1,1,1,1,0.043,180,1,1,1
usr_0612,44,1,56763.7,1,3,2,143.4,-66.7,3,1,3,102.7,0,0,0,0,0,0,0.005,999,1,1,1
usr_0613,19,0,60544.91,1,3,1,179.6,24.0,5,1,1,33.19,0,0,0,0,0,0,0.005,999,1,0,0
usr_0614,22,0,47950.33,0,4,0,87.2,-136.0,2,1,1,39.02,0,0,1,1,1,1,0.04,180,1,1,1
usr_0615,46,0,59844.28,1,2,1,244.3,69.9,4,1,3,111.81,0,0,1,1,1,2,0.143,5,2,2,1
usr_0616,54,0,48822.54,1,1,1,286.0,2.3,7,1,1,37.02,0,1,0,0,0,0,0.005,999,1,1,1
usr_0617,55,1,66188.29,0,3,3,131.2,15.8,8,1,1,33.61,0,0,1,0,0,0,0.005,999,1,1,1
usr_0618,36,0,48347.01,0,3,2,201.4,-75.8,5,1,1,18.59,1,0,1,1,1,4,0.308,90,2,1,1
usr_0619,25,1,61787.81,1,3,0,177.3,2.4,4,1,1,33.12,0,0,0,0,0,0,0.005,999,1,0,1
usr_0620,62,0,54473.27,0,1,1,163.0,-25.9,5,1,2,64.88,1,1,0,1,1,2,0.25,90,2,2,1
usr_0621,18,0,75268.9,1,2,0,305.4,149.6,6,0,0,3.37,0,1,0,1,1,2,0.087,60,2,2,1
usr_0622,39,1,54074.91,1,2,3,169.7,52.5,7,1,3,85.85,1,1,0,0,0,0,0.005,999,1,0,1
usr_0623,34,1,23085.42,1,2,1,242.6,83.7,6,1,2,64.67,1,1,0,1,0,0,0.005,999,1,0,0
usr_0624,24,1,77714.59,1,3,1,146.4,-19.0,6,0,0,4.69,1,0,0,1,0,0,0.005,999,1,0,1
usr_0625,42,1,38696.82,0,3,1,231.2,43.9,6,1,2,52.6,1,0,0,0,0,0,0.005,999,1,4,1
usr_0626,62,1,43232.21,1,1,2,158.0,-66.8,3,1,1,22.77,1,0,1,1,1,3,0.188,12,0,1,0
usr_0627,21,0,44278.1,1,2,2,240.9,53.3,6,0,0,5.25,1,0,0,1,0,0,0.005,999,1,1,1
usr_0628,53,1,79739.89,1,1,2,274.0,85.7,7,1,1,40.06,0,1,0,1,0,0,0.005,999,1,1,1
usr_0629,23,1,18000.0,0,1,0,173.8,-21.6,4,1,1,27.0,1,0,1,1,1,3,0.231,60,0,4,1
usr_0630,48,1,111479.47,1,3,0,94.4,-15.4,2,1,2,60.52,1,0,0,0,0,0,0.005,999,1,2,1
usr_0631,36,0,74009.02,0,4,0,302.5,189.0,6,1,1,38.64,1,1,0,0,0,0,0.005,999,1,0,1
usr_0632,61,1,59018.3,0,2,2,351.3,231.2,7,1,1,39.41,0,1,1,0,0,0,0.005,999,1,1,1
usr_0633,56,0,54011.91,0,3,0,69.6,-95.5,1,1,2,67.7,0,1,1,0,0,0,0.005,999,1,2,1
usr_0634,44,0,60139.97,0,4,1,96.5,-8.6,2,1,2,70.63,1,0,1,0,0,0,0.005,999,1,1,1
usr_0635,27,0,64380.2,1,4,3,92.8,-59.6,4,1,1,36.26,1,1,0,1,1,2,0.154,180,1,1,1
usr_0636,43,1,66613.88,0,1,3,163.4,38.1,3,1,2,75.38,0,0,1,0,0,0,0.005,999,1,4,1
usr_0637,36,1,65000.88,1,4,1,237.3,37.8,4,1,1,23.43,0,0,1,0,0,0,0.005,999,1,4,1
usr_0638,56,1,56612.45,1,2,1,221.1,23.6,3,1,3,142.01,0,1,1,1,1,2,0.167,90,2,4,1
usr_0639,20,1,51447.91,1,2,0,471.9,303.9,8,1,1,34.19,0,1,0,0,0,0,0.005,999,1,0,1
usr_0640,62,0,52277.08,0,1,2,217.2,113.2,6,1,2,75.68,0,0,0,0,0,0,0.005,999,1,0,1
usr_0641,30,0,51491.65,1,2,3,181.5,11.0,4,1,1,25.91,0,0,1,0,0,0,0.005,999,1,1,1
usr_0642,45,0,75407.86,1,1,0,122.8,-70.3,3,1,0,5.41,1,0,0,0,0,0,0.005,999,1,3,0
usr_0643,37,1,65684.02,1,1,1,82.7,-129.7,2,1,1,35.02,0,0,1,1,1,4,0.267,12,2,2,0
usr_0644,45,0,18000.0,0,2,3,244.3,-5.8,6,1,1,17.56,0,1,0,1,1,1,0.067,180,2,3,0
usr_0645,25,1,66806.21,1,4,3,289.6,64.9,5,1,2,49.58,1,0,0,0,0,0,0.005,999,1,4,0
usr_0646,58,1,58505.25,1,4,0,54.4,-132.2,2,1,1,26.2,1,1,1,0,0,0,0.005,999,1,2,1
usr_0647,56,0,54663.24,1,2,1,320.2,151.6,11,1,2,43.54,1,1,1,0,0,0,0.005,999,1,0,0
usr_0648,18,1,48006.67,0,4,0,340.3,190.0,6,1,2,65.7,0,0,0,1,1,2,0.095,60,2,0,1
